城市shapefile,City,Lat,Long,tarl_2011,trev_2011,dmarl_2011,dmrev_2011,inarl_2011,inrev_2011,CPIpy_2011,CPI11_2011,hprice_2011,emphotel_2011,GDP_2011,GDPpc_2011,slry_2011,pop_2011,area_2011,road_2011,terti_2011,invest_2011,forncap_2011,bus_2011,taxi_2011,hotel_2011,spot5A_2011,scenum_2011,subnum_2011,grnld_2011,tarl_2012,trev_2012,dmarl_2012,dmrev_2012,inarl_2012,inrev_2012,CPIpy_2012,CPI11_2012,hprice_2012,emphotel_2012,GDP_2012,GDPpc_2012,slry_2012,pop_2012,area_2012,road_2012,terti_2012,invest_2012,forncap_2012,bus_2012,taxi_2012,hotel_2012,spot5A_2012,scenum_2012,subnum_2012,grnld_2012,tarl_2013,trev_2013,dmarl_2013,dmrev_2013,inarl_2013,inrev_2013,CPIpy_2013,CPI11_2013,hprice_2013,emphotel_2013,GDP_2013,GDPpc_2013,slry_2013,pop_2013,area_2013,road_2013,terti_2013,invest_2013,forncap_2013,bus_2013,taxi_2013,hotel_2013,spot5A_2013,scenum_2013,subnum_2013,grnld_2013,tarl_2014,trev_2014,dmarl_2014,dmrev_2014,inarl_2014,inrev_2014,CPIpy_2014,CPI11_2014,hprice_2014,emphotel_2014,GDP_2014,GDPpc_2014,slry_2014,pop_2014,area_2014,road_2014,terti_2014,invest_2014,forncap_2014,bus_2014,taxi_2014,hotel_2014,spot5A_2014,scenum_2014,subnum_2014,grnld_2014,tarl_2015,trev_2015,dmarl_2015,dmrev_2015,inarl_2015,inrev_2015,CPIpy_2015,CPI11_2015,hprice_2015,emphotel_2015,GDP_2015,GDPpc_2015,slry_2015,pop_2015,area_2015,road_2015,terti_2015,invest_2015,forncap_2015,bus_2015,taxi_2015,hotel_2015,spot5A_2015,scenum_2015,subnum_2015,grnld_2015,tarl_2016,trev_2016,dmarl_2016,dmrev_2016,inarl_2016,inrev_2016,CPIpy_2016,CPI11_2016,hprice_2016,emphotel_2016,GDP_2016,GDPpc_2016,slry_2016,pop_2016,area_2016,road_2016,terti_2016,invest_2016,forncap_2016,bus_2016,taxi_2016,hotel_2016,spot5A_2016,scenum_2016,subnum_2016,grnld_2016,tarl_2017,trev_2017,dmarl_2017,dmrev_2017,inarl_2017,inrev_2017,CPIpy_2017,CPI11_2017,hprice_2017,emphotel_2017,GDP_2017,GDPpc_2017,slry_2017,pop_2017,area_2017,road_2017,terti_2017,invest_2017,forncap_2017,bus_2017,taxi_2017,hotel_2017,spot5A_2017,scenum_2017,subnum_2017,grnld_2017,tarl_2018,trev_2018,dmarl_2018,dmrev_2018,inarl_2018,inrev_2018,CPIpy_2018,CPI11_2018,hprice_2018,emphotel_2018,GDP_2018,GDPpc_2018,slry_2018,pop_2018,area_2018,road_2018,terti_2018,invest_2018,forncap_2018,bus_2018,taxi_2018,hotel_2018,spot5A_2018,scenum_2018,subnum_2018,grnld_2018,tarl_2019,trev_2019,dmarl_2019,dmrev_2019,inarl_2019,inrev_2019,CPIpy_2019,CPI11_2019,hprice_2019,emphotel_2019,GDP_2019,GDPpc_2019,slry_2019,pop_2019,area_2019,road_2019,terti_2019,invest_2019,forncap_2019,bus_2019,taxi_2019,hotel_2019,spot5A_2019,scenum_2019,subnum_2019,grnld_2019
四平市,Siping,43.171993571561,124.356481557158,1444,1572.5954362,1441.7,1568,2.3,.7115,100,1,2266.702015,.05,9845977,28874,28016.48,341.14,14080,522,28.7,4578236,17007,234,2905,3,0,0,0,1659,1689.583,1970.335325,1686.9,1965,2.683,.8452,102.5,1.025,2659.56151035,.06,11228017,33150,32056,336.31,14080,547,28.97,5544057,8049,234,3057,3,0,0,0,1671,1953.016,2477.75534076,1950.2,2472,2.816,.9293,102.5,1.050625,3037.08439898,.53,11377000,36292,34972,328.4,14080,547,29.24,6409009,26700,280,3057,3,0,0,0,1801,2288.58,3029.91187856,2284.7,3023,3.88,1.1252,102,1.0716375,3941.05186929,.08,12103150,36900,38383,328.11,14080,598,29.67,7103143,30407,319,2797,2,0,0,0,1801,2641.838,3763.486817840001,2637,3755,4.838,1.3626,101.8,1.090926975,3598.745754,.0853,12332487,37714,45948,326.41,14382,678.26,30.93,7998139,26000,337,3062,1,0,0,0,1801,3441.026000000001,4944.68015417,3435.4,4934,5.626,1.6079,101.3,1.105109025675,3530.292918,.0893,11938035,36732,50676,324.49,14382,697.64,35.48,8841900,28516,339,2797,2,0,0,0,1815,4150.986,6323.71763206,4144,6310,6.986,2.0317,101.6,1.1227907700858,3248.450704,.1039,9398299,29187,56235,320.4,14382,701,45.02,8793484,9600,385,2797,1,0,0,0,2081,4725.818,7658.674081079999,4715,7638,10.818,3.1242,102.4,1.149737748567859,3300.74557316,.0716,9443242,29556,61008,319.28,14382,701,50.45,,1417,376,2976,2,0,0,0,2082,5501.220000000001,9352.074000000002,5501,2629,.22,.3903,102.5,1.178481192282056,4220.89493241,.1075,7961686,24979,64320,318.18,14382,702,49.87,,,596,4724,2,0,0,0,2119
固原市,Guyuan,36.0216172580109,106.248577426071,1605,641.3111364,1604,640,1,.203,100,1,2647.250854,.02,1337454,10785,41389.93,,13047,398,47.79,1367777,,139,2750,6,0,0,0,1100,1939.9,810.9595,1939,810,.9,.152,101.9,1.019,2815.4753189,.02,1584544.8,12619,48697.23658987,124.6216,13450.22823654,386,49.26,1477199,,109,2585,6,0,1,0,1003,1939.83,813.9438436799999,1938.9,813,.93,.1524,103.8,1.057722,3025.12126674,.04,1845843.4,14718,53851.93042717,121.4009,13450.22823654,742,49.32,2302003,,156,2585,,0,1,0,1083,2378.056,1089.357798,2376.3,1083,1.756,1.035,102.1,1.079934162,2999.62433394,.0716,2010289,16268,,118.8127,13450.22823654,782,50.71,3008010,,156,2585,,0,1,0,1085,2635.336,1261.9232084,2633.9,1256,1.436,.951,101.6,1.097213108592,2948.666721,.0679,2170391,17796,65375,116.0967,13449.03,783.85,51.96,3188703,,156,2585,,0,1,0,1109,4105.277,2498.78905666,4100,2470,5.277,4.3342,102.4,1.123546223198208,3077.373797,.0793,2398058,19720,69727,115.9873,13449.03,790,54.04,2969900,,404,3300,,0,1,0,1193,4932.923,3107.69165726,4926.8,3077,6.123,4.5457,101.9,1.144893601438974,3365.01293,.0575,2700952,22061,75783,115.7197,13449.03,796,59.81,3795198,,409,3285,,0,1,0,1341,5313.226,3891.991373440001,5304,3850,9.226000000000001,6.3456,102.8,1.176950622279266,3437.966215,.0678,3031900,24544,84368,115.6821,13449.04,1058,53.04,,,410,3285,,0,1,0,1643,6292.7,4494.4502414,6281.9,4424,10.8,10.2124,102,1.200489634724851,4077.23346477,.0415,3226589,25886,89557,115.1541,13449.04,815,62.92,,,194,2602,,0,1,0,1752
大同市,Datong,40.0824687161612,113.306436258586,16161.9,13648.7443292,15927,13090,234.9,86.509,100,1,3206.280635,.31,8435804,25341,43869.95,329.1348,14127,1896,43.76,6649105,10635,811,4954,21,1,1,0,4158,19180.353,16265.4114625,18902.9,15620,277.453,102.2434,102.27674,1.0227674,3881.44144543,.29,9217269,27815,47646,326.0673,14127,2007,43.96,8317875,21015,866,4970,21,1,1,0,4503,23558.329,20017.59138036,23245.6,19290,312.729,117.4823,102.66988,1.05007406225912,3993.42460176,.61,9710826,28744,50847,323.5087,14127,2026,47.25,10362711,16455,1066,4970,23,1,1,0,4233,27579.822,23866.21181728,27518,23650,61.822,35.1976,101.7149551,1.06808236094361,4503.04905296,.6626,10017256,29607,55487,322.1852,14176,2029,49.83,10724080,18159,838,4958,,1,1,0,4352,32011.145,28120.31489936,31945.4,27886,65.745,37.6204,100.56478,1.074114676501747,4497.974741,.5654,10533703,30989,57982,320.1546,14176,2057.66,52.85,11453535,19100,983,5038,,1,1,0,4568,40484.45800000001,36338.15729138,40414.8,36071,69.658,40.2206,101.12413463,1.086189171546216,4290.669452,.5609,10330266,30046,55450,318.3275,14176,2151,57.65,12128208,20110,1009,4705,,1,1,0,4685,53910.784,48321.31733072,53837,48032,73.78400000000001,42.8504,101.29489537,1.100254184838009,4447.526954,.4151,11213101,32671,59415,316.1054,14178,2302,60,4892573,17013,1076,4705,,1,1,0,4788,69192.851,62016.52600948,69112,61693,80.851,48.8902,101.74821352,1.119488977251713,5126.51982129,.3957,12719598,36877,63582,314.0291,14178,2418.6,58.4,,18194,1116,4705,,1,1,0,4856,83954.45,76225.1939886,83863.2,75846,91.25,54.9676,102.53192608,1.147833610629474,5732.20813014,.3577,13112070,37902,70638,312.8332,14056,2504.04,57.4,,7003,1096,4955,,1,1,0,5006
大庆市,Daqing,46.5936331767217,125.10865763402,9170,3420.66816,9154,3400,16,3.2,100,1,4150.808925,.41,37415389,133301,49539.34,281.6,21219,3183.19,14.36,10500012,42210,2389,7913,18,0,0,0,21022,10053.6,4599.858125,10030,4570,23.6,4.73,103.4,1.034,4225.71710276,.32,40010695,142067,55945,281.7,21205,3194.59,15.27,13755055,50307,2807,7831,12,0,0,0,21576,12094,5880.408612,12070,5850,24,4.91,100.9,1.043306,3830.67472779,.29,41814993,148209,64305.04,282.6,21204.818,3394.44,16.44,15278933,60032,1605,6699,10,0,0,0,22172,13260,7530,,,,,100.8,1.051652448,4478.44590123,.2723,40775057,146518,67671.27,278,21204.818,3456,19.76,9195635,68000,1406,7950,,0,0,0,22355,16010,9600,,,,,100.1,1.052704100448,4795.157153,.23,23018300.002,84955.66533891,66839,277.5,21204.818,3456.28,28.59,5540883,73456,1406,6352,,0,0,0,22410,16500,11550,,,,,100.7,1.060073029151136,4509.424049,.2635,20805001,72554.00795554,72459,277.8,21204.818,3659.27,36.76,5652597,,2183,6200,,0,0,0,22456,18570,14250,12510,7311,14.85,3.3,101,1.070673759442648,4398.802402,.1979,22340856.1,77904.93560693999,74583,277.8,21204.818,3665.2,35.51,5936331,,2034,3550,,0,0,0,13310,25060,17450,,,,,101.9,1.091016560872058,5046.521422,.1274,25026395.626,87571.5577681,89756,275.5,21204.8,3674.58,38.92,,39551,1932,3350,,0,0,0,13442,27030,15600,,,,,102.4,1.117200958332988,4681.19002631,.0703,25682587,89784.64697995,100781,274.7,21204.4504,3698.75,38.82,,7225,1932,4680,,0,0,0,13639
大连市,Dalian,38.9189536667856,121.621631484592,43776.035,64988.561172,42606,59790,1170.035,805.1900000000001,100,1,7928.980181,2.63,61506264.99999999,61024,49729.78578771,,12574,4072,41.47,45800585,1101208,5091,10242,172,1,2,66,18218,48151.17599999999,76649.905625,46866.6,71136,1284.176,873.49007576,103.35809231,1.0335809231,7583.96652044,2.81,70028306,65852,54820.48540395,689.2,12574,4098.01,41.65,56243965,1235033,4972,10592,161,1,2,66,18250,53499.035,90077.610812,52308.874,85043.87,1190.035,813.41259681,102.50180532,1.059439105620621,7859.14152658,2.42,72670000,70943,59061.13790959,694.3,12574,4361.97,42.89,64781048,1359985,5037,10693,163,1,2,66,18301,57163.615,99356.42513599999,56198,96534.84438,965.615,460.1230656,101.97909154,1.08040637533141,9215.77304394,2.0446,76556000,74181,63610.53674663,698.4,12574,4410,45.93,67736333,1400453,5155,11193,156,1,2,66,18341,69265.64700000001,100935.4115,68281.12509,97720.87577,984.647,516.24987456,101.62232285,1.097934054831269,8710.855895000001,1.8532,77316000,76457,69390,698.7,12574,4553.05,50.83,45592792,270302,5304,11243,156,1,2,66,18378,77382.10000000001,114103.388004,76338.29785,110523.9143,1044.1,539.48111892,101.86266444,1.118384882045261,9118.848167,1.725,68101998,79125,73764,698.7,12574,5030.5,51.36,14363557,300200,5425,11645,141,1,2,66,19436,85163.93799999999,128008.958958,84100,124290,1063.938,550.8099999999999,102.07958747,1.141642673918648,10019.00621,1.6504,69898000,83988,81884,698.8,12574,6346.17,58.65,16527666,324870,5453,11645,141,2,2,108,19763,93984.10000000001,144001.248534,92880.7,140219,1103.1,571.4096,103.00382762,1.175935651879523,11432.55221,1.4676,65009000,89255,87592,700,13244,6912.36,51.96,,267846,5795,11645,132,2,2,108,19805,103827.02,165695.91539,102682.5,161598,1144.02,593.736,102.40363807,1.204200888886802,12040.86511701,1.6824,70017000,94966,95542,700.4,13739,7124.62,53.46,,64617,5683,11632,130,2,2,108,21306
天水市,Tianshui,34.5874118816506,105.731416745669,8307.129999999999,4524.449345636208,8303,4520,4.13,.68888116,100,1,3974.344858,.25,3575508,10931,28324.19,327.47,14403,597.3,41.49,2921018,492,323,1055,33,1,1,0,1317,10381.341,5823.179167089375,10379,5820,2.341,.50363043,102.44042,1.0244042,3160.80952161,.32,4128747,12593,34525,321.1984,14313,597.3,41.64,360136,,369,1369,34,1,1,0,1334,13400.249,7602.06914812,13398.2,7600,2.049,.3341,103.1,1.0561607302,3509.1422004,.32,4789746,14569,38227,317.481,14277,597.3,44.29,4228833,,392,2147,35,1,1,0,1392,17030,9650,17029.376,9649.303406479999,.624,.1134,102.2,1.0793962662644,4032.55020866,.349,5228228,15852,40491,314.6646,14277,601,47.15,5377632,,469,2134,,1,1,0,1438,22165,12570,22164.678,12569.6356386,.322,.0585,101.9537606,1.100485085232545,3755.193485,.3512,5537728,16743,45546,311.552,14277,604.27,48.89,6027908,,468,999,,1,1,0,1916,27788.8,15877,27788.452,15876.5461382833,.348,.068329,102,1.122494786937196,4709.793277,.364,5926665,17865,50861,309.0791,14277,642.0700000000001,50.83,6711785,,517,1681,,1,1,0,1934,37110,21200,37109.733,21199.4844595592,.267,.076356,101.51845903,1.139539410390723,5572.837346,.339,5989529,17979,57322,307.2129,14277,645.08,53.56,6673455,,538,2065,,1,1,0,1947,42190,25330,42189.381,25328.97496474,.619,.1549,102.26784977,1.165382452288329,6106.247288,.2829,6520542,19479,63194,304.2514,14277,652.98,55.36,,,818,2521,,1,1,0,1960,48000,30280,47989.125,30264.1448532205,10.875,2.298347,102.63905645,1.196137553062612,6045.0123327,.3078,6326700,18819,63692,301.435,14277,652.98,56.58,,,621,1590,,1,1,0,1999
天津|天津,Tianjin,39.0936678434039,117.20952321467,108058.374,149808.617164,106054,138470,2004.374,1755.53,100,1,8547.624313,6.73,81125100,61137,56477,1354.58,11916.85,10492,46.16,74836973,1305602,7686,31940,112,2,1,52,21728,122341,180406.875,117295.724,16630.247,2341.075,2226.41,102.7,1.027,8009.59772396,6.91,90430200,65346,62225,1413.15,11916.85,11611,46.99,83402588,1501633,8351,31706,111,2,1,96,22319,138645.4,214469.581,133013.351,19839.8847,2645.357,2591.3945,103.1,1.058837,8389.83823752,6.57,99454400,68937,68864.29283166,1472.21,11916.85,12440,48.05,100910313,1682897,9670,31940,106,2,1,99,23196,155678.726,242873.85635148,152717,224493.99,2961.726,2992.0991,101.9,1.078954903,8827.613167609999,5.96,106406200,71198,73839,1516.81,11916.85,13144,49.34,116262649,1886676,11164,29900,103,2,1,101,25307,173847.131,272669.52249004,170587,252127.586,3260.131,3298.1081,101.7,1.097297136351,9931,5.1796,108795100,71021,81486,1546.95,11916.85,14019.31,52.15,130480000,2113444,11619,31940,97,2,1,101,28406,191458.713,307783.60387098,188108.6,284157.789,3350.113,3556.8726,102.1,1.120340376214371,12869.79892917,5.0668,114772000,73830,87806,1562.12,11916.85,14465.62,56.44,127563593,3082563,12699,31940,87,2,1,125,33398,211144.094,354543.998132,207693.5,329213,3450.594,3751.74,102.1,1.143867524114873,15138.6725,4.928,124505600,79837,96964.54605737999,1556.87,11966.45,14742,58.15,,1060784,12686,31940,84,2,1,129,44309,228493.144,391433.32139,226510,384089,1983.144,1109.85,102,1.16674487459717,15907.0043,5.5546,133629200,85757,103930.85359901,1559.6,11966.45,15131.16,58.62,,485104,13813,31940,82,2,1,156,46498,246871.284,431679.75219,244973.6,423522,1897.684,1182.54,102.7,1.198246986211294,15423.36888692,6.3306,140554600,90058,111602,1561.83,11967,16918,63.46,,473161,12746,31940,76,2,1,167,42921
太原市,Taiyuan,37.8769890288477,112.556391491672,24619.8,27638.68093,24271,26360,348.8,197.975,100,1,6517.466242,2.23,21146940,50111,44868.25,433.54,6988,2752,52.74,10241444,67914,2677,8719,86,0,0,0,9948,29838.851,35509.0681,29416.4,33968,422.451,244.1296,102.10428,1.0210428,6392.97186769,2.9,23663010,55732,46831,444.2979,6988,2904,53.64,13206257,78232,3054,8719,79,0,0,0,10596,36913.265,43059.28315992,36447.3,41352,465.965,275.6706,103.10148,1.05271023823344,6923.3085185,2.33,25020760,58638,51035,454.3673,6988,3570,54.8,16707390,94426,2824,8719,75,0,0,0,10067,41904.876,50003.90459088,41764.4,49533,140.476,76.6596,102.19700469,1.075838331539539,7615.21810997,2.1354,25721210,59980,56885,461.3930999999999,6988,3941,58.47,17460868,107673,3071,8719,,0,0,0,11738,49061.747,58835.97914368,48914.7,58334,147.047,80.59520000000001,100.40086,1.080150937075348,7280.457095,1.7268,27800810,64521,60515,471.9546,6988,4140,61.34,20256080,85049,2871,8719,,0,0,0,12264,56815.344,68426.99803032,56661.7,67866,153.644,84.4584,101.20640072,1.093181885757312,7311.60501,1.6475,30029420,69327,64820,485.1715,6988,4903,62.57,20277123,46214,2671,8726,,0,0,0,12406,67738.315,82247.09425214,67577.7,81572,160.615,99.9873,101.76398263,1.112465424336377,8761.649411,1.6198,33821819,77536,72114,498.3601,6988,5254,62.93,9648632,10713,2780,8719,,0,0,0,13013,81190.375,99238.2404698,81023.2,98530,167.175,107.027,101.80975939,1.132598371813808,10822.30237485,1.5854,38844778,88272,80827,511.4953,6988,6172,61.9,,,2521,8292,,0,0,0,13398,95630.799,117163.9400011,95450.3,116341,180.499,119.2926,102.68188222,1.162973326171492,11100.37763092,1.7082,40161900,90421,82860,523.1756,6988,6257,61.24,,9717,3533,8292,,0,0,0,13788
威海市,Weihai,37.5164305480148,122.127540978313,24137.1,25311.57074,23722,23900,415.1,218.55,100,1,3971.131159,1.08,21109500,75315.57728,35375.61,,5797,1812,37.92,11885611,72708,841,1527,93,1,0,0,5940,27147.594,29725.96096875,26691,28130,456.594,252.8255,101.8,1.018,4845.55405608,1.05,23378589.52,83516,38800.25,279.75,5797,1826,38.86,13142096,80013,846,1541,88,1,0,0,6110,29967.413,33885.16862072,29527.9,32408,439.513,238.5146,101.5,1.03327,4381.41144482,.77,25496900,91010,43671,280.56,5786,1910,40.53,19237131,92018,926,1543,82,1,0,0,6285,32886.451,38385.847588,32438.6,36898,447.851,242.21,102.4,1.05806848,4483.719787,.6763,27903400,99392,48727.98,280.92,5797,2981,44.01,22293655,101220,1379,1543,,1,0,0,8830,35881.652,43768.43173068,35420,42203,461.652,251.3377,101,1.0686491648,4504.201257,.7264,30015700,106922,53494,280.53,5797,3104.67,45.38,25437242,112018,1374,1864,,1,0,0,9005,39099.797,49907.18318137,38614.6,48100,485.197,272.0719,101.8,1.0878848497664,4758.952574,.7223000000000001,32999400,117340,57812,281.93,5797.738,3178.96,47.3,28793526,121145,1639,1895,,1,0,0,9121,43119.2,57197.7822776,42627.4,55355,491.8,272.932,101.3,1.102027352813363,5293.886228,.6909999999999999,35129100,124463,62344,282.56,5799.8447,3251.85,46.77,29418943,128582,2292,2490,,2,0,0,9277,46826.866,61630.88237980001,46320,59800,506.866,276.677,102.4,1.128476009280884,6354.9899726,.6535,28990900,128774,66733,283,5799.8447,3341.64,48.31,,85620,2238,2487,,2,0,0,9462,51518.8,69255.1483031,51000,67133,518.8,307.6246,102.5,1.156687909512906,7851.3910989,.6778,29637300,104615,71202,283.6,5800,3415.54,49.89,,122247,2257,2488,,2,0,0,9538
娄底市|婁底市,Loudi,27.7032085969915,112.001503492884,10138.8,5702,10065.9,5580.8975,72.90000000000001,18.75,100,1,2002.692318,.18,8472625,22362,31067.66,379.32,8117,488,29.4,4252470,16798,310,1326,30,0,1,0,1925,10876.9,6700,10808,6572.12831875,68.89999999999999,20.2569,102.1,1.021,2368.05017851,.26,10026518,26367,34911.59004545,378.5,8119,426.93,29.99,5819096,19800,183,850,30,0,1,0,2017,15770.6,11597,15689.8,11438.3673752,80.8,25.614,102.5,1.046525,2681.31,.22,11181700,29249,37984.43395727,379.23,8117,442,31.39,7875746,28100,201,850,39,0,1,0,2038,19325.7,14265,19247.4,14114.4645432,78.3,24.506,102.2,1.06954855,2586.85,.2432,12108581,31509,41291.16,379.95,8109,445.08,32.03,9389378,29186,271,950,38,0,1,0,2039,23166.4,16387,23120,16283.59049764,46.4,16.6029,101.1,1.08131358405,2675,.1885,12916626,33444,43986,380.65,8119,493.34,35.02,11083853,34501,567,1758,30,0,1,0,2046,28567,20112,28545,20075,22,5.570359664574085,102.1,1.104021169315049,3069.74,.196,13981700,36008,48530,381.34,8109,510.2,36.98,11999232,39800,203,950,27,0,1,0,2108,34661.2,25138,34636.7,25086,24.5,7.701649930388665,101.5079102,1.12066881713731,3739.44,.1802,14118100,36145,53301,382.99,8109,1165,43.83,13763229,46200,202,950,21,0,1,0,2123,43557,33100,43520.99999999999,33030,36,10.57817269622493,102.2,1.145323531114331,4191.16,.1316,15404100,39249,63427,382.67,8109,2320,44.81,,53900,,,19,0,1,0,2148,52909,45257,52857.99999999999,45162.021452,51,13.768,103.5,1.185409854703333,5001.04,.1194,16405796.578,41675.04084118,64351,382.35,8109,1213.05,50.79,,61010,423,950,12,0,1,0,1850
孝感市,Xiaogan,30.9306892270182,113.922510077336,9972.799999999999,5852.3806548,9951.799999999999,5777,21,11.671,100,1,2594.412656,2.42,9581600,19880,25523.15,482.49,8910,596,32.29,7299154,20044,484,779,28,0,0,0,1392,11849.5,7057.0504125,11825.9,6993,23.6,10.1466,103.1,1.031,1816.89666779,2.67,11051600,20934,28179.83,483.3100000000001,8910,701,31.81,9403087,23773,316,900,35,0,0,0,1833,14870.1,8898.923266919999,14859.5,8868,10.6,4.9931,103.1,1.062961,3334.000534040902,3.19,12389300,25581.60663218,31601.95,485.3,8910,718,31.76,12153490,33724,484,900,32,0,0,0,1845,16001.68,10004.2120452,15990.78,9963,10.9,6.709,102,1.08422022,3520.034473257329,.6016,13547200,27891,35649.02,486.13,8910,928.9999999999999,32.35,14829271,31061,484,900,,0,0,0,1846,18400.2,11498.247579,18389.4,11457,10.8,6.6225,101.3,1.09831508286,3728.336581727012,3.2045,14572000,29924,39315,487.8,8910,1159.62,33.76,17623514,34501,484,900,,0,0,0,1560,21160.7,13200.30845676,21149,13155,11.7,6.8212,102.2,1.12247801468292,4379.335169800341,3.1599,15766900,32236,42666,490.43,8910,1268,34.17,18994300,37269,484,900,,0,0,0,1797,23910.1,15102.80752868,23898,15056,12.1,6.9326,101.4,1.138192706888481,5110.610831900698,3.3769,17422300,35486,45100,491.5,8910,1323,43.59,20410900,31515,484,900,,0,0,0,1828,26748.3,17003.7720015,26735.1,16953,13.2,7.6725,101.6,1.156403790198696,5514.659352833115,3.478,19129000,38900,48481,492,8910,1339,36.6,,34979,452,900,,0,0,0,1847,30216.2,19500.4562596,30200.7,19438,15.5,9.053599999999999,103.3,1.194565115275253,5675.264809117411,3.5458,23013978.064,46772,51904,492.1,8904,1516,43.8,,38579,402,900,,0,0,0,1869
宁德市,Ningde,26.6722417114085,119.554510745428,8329.986999999999,6301.841884,8320,6270,9.987,4.93,100,1,6008.077544,.21,9301166,32936,38311.06,283,13248,292,35.02,4462696,9512,148,455,29,0,3,0,765,9505.019,7257.533124999999,9490,7209.999999999999,15.019,7.53,102.4,1.024,6904.41176471,.27,10750600,37921,43504.3,284,13452,302,33.48,6137228,12008,185,477,27,1,4,0,886,13488.734,10401.188816,13470,10340,18.734,9.880000000000001,102.2,1.046528,6947.35581242,.37,12387200,43617,47020,284,13452,332,31.28,9100220,14432,198,556,25,2,4,0,984,16012.986,12752.607896,15990,12680,22.986,11.82,101.9,1.066412032,5937.18773111426,.359,13760938,48369,50103,285,13452,407,31.41,11311830,17463,181,590,,2,4,0,1052,18375.029,15029.315256,18350,14940,25.029,14.34,101.5,1.08240821248,5954.769214105119,.3213,14873590,52006,56625,287,13452,418.3200000000001,31.89,12584760,21006,246,669,,2,4,0,1127,22092.922,19523.805795,22060,19380,32.922,21.65,101.4,1.09756192745472,5857.15402340811,.3074,16231100,56358,61309,289,13247,454,32.68,12251483,23120,245,776,,2,4,0,1191,26530.067,25429.117918,26490,25240,40.067,28.01,100.7,1.105244860946903,6560.282372118488,.2761,17938669,61964,68669,290,13433,486.83,38.92,12874200,6708,782,1924,,2,5,0,1271,32528.164,34395.851862,32480,34170,48.164,34.13,101.1,1.117402554417319,7212.050893644276,.2815,19427951,66878,75324,291,13433,487,34.94,,1814,375,816,,2,5,0,1489,38405.035,43944.36747,38350,43620,55.035,47.02,102.2,1.1419854106145,8100.485519976112,.2142,24517034,84251,82982,291,13433,648,35.99,,2080,404,951,,2,5,0,1694
宁波市,Ningbo,29.866033045866,121.628572494341,52881.872,75098.70553599999,51808,70870,1073.872,654.72,100,1,11284.0356,2,62125617.245,79730,49756.38,762.8,9816,2858,40.51,23855072,280929,3757,3851,190,1,1,0,10447,58645.088,86275.1425,57483,81640,1162.088,734.28,101.7,1.017,11386.29169392,1.93,68620203.05999999,86477,55031,763.9,9816,2786,42.49,29014258,285252,4046,4101,162,1,1,0,10689,63531.439,95353.25539200001,62258,90420,1273.439,796.5599999999999,102.2,1.039374,11403.78006873,1.82,74320915.82000001,93641,60659,766.3,9845,2869,43.64,34229529,327483,4454,4627,160,1,1,0,10905,70142.802,106811.064096,68746,102030,1396.802,778.3200000000001,101.9,1.059122106,10889.66734,1.71,79048111.383,98362,70227.63,781.1,9816,2951,44.07,39894626,402514,4516,4627,148,1,1,20,11390,80778.224,123373.903396,79203,118390,1575.224,800.1900000000001,101.8,1.078186303908,11022.13484,1.5646,82953505.559,102374,74989,782.5,9816,3118.9,45.24,45065771,423375,4727,4627,140,1,1,31,11865,93718.92600000001,144643.978135,91984,138550,1734.926,917.45,102.1,1.100828216290068,11737.88207,1.3764,89728271.414,110656,83656,787.5,9816,3954,45.23,49613931,451333,5110,4627,140,1,1,51,12364,111869.109,171592.93164,110000,164910,1869.109,989.8,101.8,1.120643124183289,14144.92093,1.531,101465516.176,123955,91705,800.5,9816,4152,48.97,50095800,402995,7271,4827,120,1,1,51,13176,120840.102,200575.9254,120000,197790,840.102,421,102.2,1.145297272915322,16201.22614,1.5637,111931397.902,132603,102325,911.5,9816,3813,45.9,,432017,6342,4797,108,2,1,51,15308,140762.151,233090.78535,140000,230310,762.151,403.1,103,1.179656191102782,15956.10675,1.7323,120351140.311,143157,110878,929.4,9816,4210,49.06,,236341,6147,4780,102,2,1,51,15861
